id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName
14090,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Flying Machine Men Stripes Blue Polo Tshirts
38147,Unisex,Accessories,Bags,Backpacks,Black,Summer,2015.0,Casual,Vital Gear Unisex Techno Black Backpack
54929,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2012.0,Casual,Do u speak Green Men Yellow T-shirt
8218,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Nike Men's Air Googly 2 White Orange Shoe
19874,Men,Footwear,Flip Flops,Flip Flops,Green,Fall,2011.0,Casual,ADIDAS Men City Scape Green Flip Flops
12491,Women,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Inkfruit Women Crap Green Tshirts
47994,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Helix Men Black Watch
36502,Women,Apparel,Topwear,Kurtas,White,Summer,2012.0,Ethnic,Folklore Women White & Pink Kurta
25288,Women,Accessories,Bags,Handbags,Turquoise Blue,Summer,2012.0,Casual,Lino Perros Women Leatherette Turquoise Blue Sling Bag
55437,Women,Personal Care,Lips,Lipstick,Peach,Spring,2017.0,Casual,Revlon Peach Colorburst Lipstick 075
22267,Women,Footwear,Shoes,Heels,Beige,Winter,2012.0,Casual,Inc. 5 Women Casual Beige Wedges
54850,Women,Accessories,Jewellery,Necklace and Chains,Gold,Summer,2013.0,Casual,Ivory Tag Women Swirling Jazz Golden Coloured Necklace
6528,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,Nike Men's Pique Red Polo T-Shirt
5751,Women,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Jealous 21 Women's Green Angel T-shirt
14958,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Status Quo Men Printed Black Tshirts
1872,Men,Apparel,Topwear,Tshirts,White,Winter,2010.0,Casual,FIFA Mens 1962 World Cup White T-shirt
38332,Girls,Apparel,Topwear,Tops,Pink,Summer,2012.0,Casual,Hannah Montana Girls Pink Top
33475,Women,Accessories,Belts,Belts,Brown,Summer,2012.0,Casual,Baggit Women Capture Jassy Brown Belt
44198,Women,Footwear,Flip Flops,Flip Flops,Black,Winter,2012.0,Casual,iPanema Women Black Flip Flops
42416,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,W Women Pink Kurta
39108,Girls,Accessories,Headwear,Caps,Blue,Summer,2012.0,Sports,ADIDAS Mumbai Indians Girls Blue Match Cap
48213,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,United Colors of Benetton Men Brown Sunglasses
20336,Men,Apparel,Topwear,Tshirts,Black,Fall,2015.0,Sports,Nike Black Legend      Training  Tshirts
33272,Girls,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Gini & Jony Girls Pink Pedal Pusher
39584,Women,Footwear,Shoes,Heels,Black,Winter,2015.0,Casual,Catwalk Women Black Heels
28541,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Sports,Nike Men Running Grey T-shirt
44002,Women,Personal Care,Fragrance,Perfume and Body Mist,White,Spring,2017.0,Casual,Police Women Pure Perfume
32351,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Q&Q Women Steel Dial Watch
55072,Women,Personal Care,Eyes,Mascara,Black,Spring,2017.0,Casual,Lakme Lash Artist Mascara
26481,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Puma Men Black T-shirt
58972,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017.0,Casual,Colour Me Women Red Perfume
48763,Women,Accessories,Jewellery,Jewellery Set,White,Summer,2012.0,Casual,Miki Pearl Women Ivory Jewellery Set
52428,Women,Apparel,Loungewear and Nightwear,Nightdress,Peach,Winter,2015.0,Casual,Red Rose Women Peach Nightdress
46479,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Timex Women Black Watch
27851,Women,Apparel,Topwear,Tops,Orange,Summer,2012.0,Casual,Scullers For Her Orange Top
40998,Girls,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Palm Tree Girls Woven Black Jeans
21888,Women,Apparel,Topwear,Kurtas,Green,Fall,2011.0,Ethnic,BIBA Women Solid Green Kurta
59826,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Shirt
53460,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Golden Heels
17616,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Casual,Doodle Girl Princess Pink Tshirt
10856,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Wrangler Men Black Polo Tshirts
59034,Women,Footwear,Shoes,Heels,Bronze,Winter,2012.0,Casual,Carlton London Women Black Heels
19079,Women,Apparel,Topwear,Kurtas,Off White,Fall,2011.0,Ethnic,W Women Floral Print Off White Kurta
58963,Men,Personal Care,Fragrance,Perfume and Body Mist,Black,Spring,2017.0,Casual,Colour Me Men Black Perfume
23597,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017.0,Casual,Nike Fragrances Men Cool Wind EDT Deo
7610,Men,Accessories,Bags,Messenger Bag,Brown,Summer,2011.0,Casual,Wrangler Men Chocolate Canvas Bag
31797,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Casual,Lee Men Smitha Black T-shirt
39790,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Peter England Men Blue Formal Shirt
8461,Women,Apparel,Topwear,Tops,Pink,Fall,2011.0,Casual,Jealous 21 Women Jealous Caley Pink Top Pink Tops
6600,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Spykar Women White T-shirt
32811,Women,Footwear,Shoes,Heels,Orange,Winter,2012.0,Casual,iPanema Women Ritmos Orange Flats
18170,Boys,Apparel,Topwear,Sweatshirts,Green,Fall,2011.0,Casual,Doodle Kids-Boys Be Born Green Sweatshirt
9212,Men,Footwear,Sandal,Sandals,Black,Fall,2011.0,Casual,Puma Men Apex Black Floaters
58966,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,Colour Me Women Pink Perfume
18282,Women,Apparel,Topwear,Kurtas,Multi,Fall,2011.0,Ethnic,Aneri Women N.Masti Multi Kurta
23592,Men,Personal Care,Fragrance,Perfume and Body Mist,Blue,Spring,2017.0,Casual,Nike Fragrances Men Original Perfume
31195,Men,Accessories,Wallets,Wallets,Black,Summer,2012.0,Casual,Cabarelli Men Black & Beige Wallet
13363,Men,Footwear,Shoes,Casual Shoes,Brown,Fall,2011.0,Casual,Timberland Men Jeunes Brown Casual Shoes
38776,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012.0,Casual,Woodland Men Khaki Shoes
11014,Women,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Wrangler Women Polka Blue Shirts
21891,Women,Apparel,Topwear,Kurtas,Blue,Fall,2011.0,Ethnic,BIBA Women Printed Blue Kurta
18909,Men,Footwear,Flip Flops,Flip Flops,Black,Fall,2011.0,Casual,ADIDAS Men Adi Linear Black Slippers
21399,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Locomotive Men Printed Grey T-shirt
9657,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Indigo Nation Men Reversible Bling Red Shirts
33183,Women,Apparel,Topwear,Tunics,Blue,Summer,2012.0,Casual,Sepia Women Blue Tunic
33930,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Citizen Women White Dial Watch
39259,Men,Footwear,Shoes,Casual Shoes,Khaki,Winter,2018.0,Casual,Red Chief Men Khaki Shoes
59382,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Vishudh Women Blue Printed Kurta
44421,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2018.0,Casual,Red Tape Men Leather Black Shoes
41385,Women,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Women Green Candy Shirt
55944,Women,Personal Care,Nails,Nail Polish,Brown,Spring,2017.0,Casual,Colorbar Brownie Nail Lacquer 13
55086,Women,Personal Care,Skin Care,Eye Cream,Cream,Spring,2017.0,Casual,Ponds Flawless White Under Eye Cream
27883,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012.0,Casual,Scullers For Her Women Pink Shirt
39160,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012.0,Ethnic,Aneri Women Purple Kurta
36354,Men,Accessories,Ties,Ties,Black,Summer,2012.0,Formal,Reid & Taylor Men Black Tie
8653,Unisex,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Fastrack Unisex Summer Sunglasses P121BK1
12007,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Formal,Mark Taylor Men Purple Striped Shirt
26989,Women,Apparel,Bottomwear,Jeggings,Black,Summer,2012.0,Casual,Jealous 21 Women Black Jeggings
49097,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Deborah Ultrafine Compact Powder 08
21750,Women,Footwear,Shoes,Casual Shoes,Charcoal,Fall,2011.0,Casual,Vans Women Banyon Charcoal Casual Shoes
35755,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Force 10 Men Black & Grey Sports Shoes
7871,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2011.0,Formal,Provogue Men's Formal Black Shoe
13882,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Check Purple Shirts
21552,Women,Accessories,Bags,Handbags,Purple,Winter,2015.0,Casual,Kiara Women Small Pocket Purple Handbag
27487,Women,Apparel,Innerwear,Briefs,Blue,Winter,2015.0,Casual,Jockey Women Blue Bikini Briefs
38964,Unisex,Accessories,Bags,Rucksacks,Red,Summer,2015.0,Travel,Wildcraft Unisex Red Rucksack
51440,Women,Apparel,Topwear,Tops,Cream,Summer,2012.0,Casual,Myntra Women Blue Printed Top
53678,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Kiara Women Pink Handbag
59774,Women,Accessories,Jewellery,Jewellery Set,Gold,Winter,2016.0,Casual,Estelle Women Gold Earring & Pendant Set
40487,Men,Footwear,Shoes,Casual Shoes,Grey,Fall,2012.0,Casual,Fila Men Grey & Blue Jaquared Shoes
45940,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Maxima Men Black Dial Watch
26283,Men,Apparel,Topwear,Tshirts,Purple,Summer,2012.0,Casual,Proline Men Purple T-shirt with Printed Detail
15028,Women,Apparel,Topwear,Sweatshirts,Navy Blue,Fall,2011.0,Casual,ADIDAS Women Printed Navy Blue Sweatshirts
5683,Men,Footwear,Shoes,Casual Shoes,Black,Winter,2015.0,Casual,Skechers Men's Triumphant Black Shoe
10106,Women,Accessories,Watches,Watches,Steel,Winter,2016.0,Casual,Fastrack Women Essentials Steel Watches
50612,Men,Apparel,Innerwear,Briefs,Black,Summer,2016.0,Casual,Chromozome Men Black Brief
26427,Women,Accessories,Bags,Handbags,Maroon,Summer,2015.0,Casual,Spice Art Women Leatherette Maroon Handbag
4922,Women,Apparel,Topwear,Tshirts,White,Summer,2011.0,Casual,Gini and Jony Girl's Viona Pack of 3 Tee Infant Kidswear
50835,Men,Accessories,Belts,Belts,Brown,Summer,2012.0,Formal,New Hide Men Brown Belt
32964,Men,Apparel,Topwear,Tshirts,Charcoal,Summer,2012.0,Casual,Angry Birds Men Printed Charcoal Grey T-shirt
16027,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,Highlander Men Check Blue Shirt
40583,Women,Apparel,Topwear,Kurtas,Pink,Fall,2012.0,Ethnic,Aurelia Women Pink Printed Kurta
55078,Women,Personal Care,Makeup,Compact,Skin,Spring,2017.0,Casual,Lakme Nine to Five Flawless Creme Shell Compact
30918,Women,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Ethnic,Fabindia Women Beige Harem Pants
6873,Women,Apparel,Dress,Dresses,Black,Summer,2011.0,Casual,Forever New Women's Top Black Dress
57497,Men,Footwear,Shoes,Casual Shoes,Tan,Summer,2013.0,Formal,Lee Cooper Men Tan Shoes
6763,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Casual,Timberland Men's Eclectic Apple Green T-shirt
53685,Women,Accessories,Bags,Handbags,Black,Summer,2012.0,Casual,Kiara Women Black Handbag
58660,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,ALayna Women Green Kurta
33699,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2012.0,Formal,Cobblerz Men Brown Formal Shoes
9985,Women,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Women As Jdi Pixels Blue T-Shirts
10262,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,John Miller Men Black Trousers
12070,Women,Apparel,Topwear,Kurtas,White,Fall,2011.0,Ethnic,W Women Printed White Kurtas
51404,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Shirt
4297,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Men's Jim Morrison Black T-shirt
46512,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Timex Women White Dial Watch
13163,Women,Footwear,Shoes,Sports Shoes,Silver,Fall,2011.0,Sports,Skechers Women Silver Coloured Shoes
7769,Men,Apparel,Topwear,Jackets,Red,Summer,2011.0,Sports,Nike Men FFF N98 Red Jacket
14429,Women,Footwear,Shoes,Heels,Black,Summer,2012.0,Casual,Enroute Women Casual Black Heels
15598,Men,Apparel,Topwear,Sweatshirts,Black,Fall,2011.0,Casual,Nike Men Casual Black Sweatshirts
20910,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Deni Yo Men Washed Blue Jeans
16766,Women,Accessories,Bags,Handbags,Green,Winter,2015.0,Casual,Spice Art Women Leatherette  Green Handbags
11136,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Puma Men Top Flow Red-213 Black Watch
11168,Men,Apparel,Topwear,Shirts,Brown,Fall,2011.0,Formal,John Miller Men Solid Brown Shirts
24419,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,ADIDAS Men Barracks Premier White Sports Shoes
28196,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Ray-Ban Men Caravan Black Sunglasses
54979,Women,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Femella Women White Printed Shirt
45727,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Folklore Women Black Kurta
43399,Unisex,Accessories,Socks,Socks,Multi,Summer,2012.0,Casual,Lino Perros Unisex Monday to Friday Socks
30922,Women,Apparel,Bottomwear,Skirts,Rust,Summer,2012.0,Ethnic,Fabindia Women Printed Rust Skirt
27306,Men,Personal Care,Fragrance,Deodorant,Grey,Spring,2017.0,Casual,ADIDAS Men Dynamic Pulse Deo
46188,Women,Accessories,Jewellery,Jewellery Set,Green,Winter,2015.0,Casual,Adrika Green Teracotta  Jewellery Set
48411,Men,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,French Connection Men White Printed T-shirt
49940,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2016.0,Casual,Hanes Men Navy Blue T-shirt
12719,Women,Footwear,Shoes,Flats,Green,Fall,2011.0,Casual,Nike Women Butterfly Thong Green Flip Flops
15702,Men,Apparel,Topwear,Shirts,Red,Fall,2011.0,Casual,Spykar Men Stripes Red Shirts
46761,Women,Personal Care,Fragrance,Perfume and Body Mist,Orange,Spring,2017.0,Casual,Giorgio Beverly Hills Women So You Perfume
22330,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,John Players Men Stripes White T-Shirt
49733,Men,Accessories,Ties,Ties,Black,Summer,2012.0,Formal,Park Avenue Men Black Tie
48869,Women,Accessories,Jewellery,Pendant,Silver,Summer,2012.0,Casual,Lucera Women Silver Pendant with Chain
50316,Men,Accessories,Ties,Ties,Navy Blue,Summer,2012.0,Formal,Park Avenue Men Navy Blue Tie
49999,Women,Apparel,Innerwear,Bra,White,Winter,2015.0,Sports,Hanes Women White Cotton Stretch Racer Back Sports Bra
13447,Men,Apparel,Topwear,Tshirts,Pink,Summer,2011.0,Casual,United Colors of Benetton Men Stripes Pink Tshirts
25128,Women,Accessories,Bags,Clutches,Silver,Winter,2015.0,Casual,Lino Perros Women Gems Silver Clutch
38594,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Nike Women White Scoop T-shirt
13887,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Scullers Men Check Black Shirts
3332,Boys,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,RCB Boys Fangear Tee
12168,Women,Apparel,Topwear,Dupatta,Maroon,Fall,2011.0,Ethnic,Aurelia Women Voile Maroon Dupatta
7644,Men,Accessories,Belts,Belts,Brown,Summer,2011.0,Casual,Wrangler Men Light Brown Leather Belt
38973,Men,Apparel,Topwear,Shirts,Grey,Summer,2012.0,Formal,Arrow New York Men Grey Check Slim Fit Shirt
23453,Men,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Deni Yo Men Black Washed Slim Fit Jeans
4979,Women,Apparel,Topwear,Tops,Pink,Summer,2011.0,Casual,Palm Tree Girl's Betty Pink Kidswear
32328,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Men White Dial Watch
19144,Unisex,Footwear,Flip Flops,Flip Flops,Black,Summer,2011.0,Casual,Puma Unisex Black Beach Flip Flops
30976,Men,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017.0,Casual,Cartier Men Declaration Perfume
9857,Men,Apparel,Topwear,Tshirts,Green,Fall,2011.0,Casual,Status Quo Men Green Polo Tshirts
53493,Women,Apparel,Innerwear,Bra,Blue,Winter,2015.0,Casual,Amante Blue Push-Up Bra BFCV11
19200,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Check Blue Shirt
53870,Women,Footwear,Shoes,Heels,Brown,Winter,2012.0,Casual,Rocia Women Brown Sandals
18460,Women,Personal Care,Fragrance,Deodorant,White,Spring,2017.0,Casual,David Beckham Signature Women Deos
19539,Men,Apparel,Topwear,Sweaters,Black,Summer,2011.0,Casual,United Colors of Benetton Men Solid Black Sweater
13231,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Washed Blue Shorts
39932,Unisex,Accessories,Bags,Laptop Bag,Black,Winter,2012.0,Casual,Tortoise Unisex Black Laptop Bag
27290,Women,Apparel,Topwear,Kurtas,Maroon,Fall,2011.0,Ethnic,Mother Earth Women Maroon Kurta
17403,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016.0,Casual,Reid & Taylor Men Solid Navy Blue Socks
40997,Girls,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Gini and Jony  Girls Woven Black Jeans
9140,Women,Apparel,Topwear,Tunics,Magenta,Fall,2011.0,Casual,Scullers For Her Women Viscose Tunics Magenta Tunics
29161,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,United Colors of Benetton Men Red T-shirt
48149,Women,Accessories,Wallets,Wallets,Black,Winter,2016.0,Casual,Fossil Women Black Wallet
23293,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Ssteele Men White Watch
52836,Women,Accessories,Jewellery,Earrings,Red,Fall,2012.0,Casual,Adrika Women Red & Gold Earrings
50953,Women,Apparel,Bottomwear,Jeans,Blue,Winter,2011.0,Casual,Lee Womens Blue Maxi Fit Jeans
55201,Women,Personal Care,Lips,Lip Care,Pink,Spring,2017.0,Casual,Lakme Lip Love Siren Lip Conditioner
57770,Women,Personal Care,Skin,Mask and Peel,Yellow,Spring,2017.0,Casual,Lotus Herbals Women Claywhite Black Clay Skin Whitening Face Pack
50901,Women,Apparel,Saree,Sarees,Grey,Summer,2012.0,Ethnic,Prafful Grey & Maroon Sari
5363,Unisex,Footwear,Shoes,Sports Shoes,White,Summer,2011.0,Sports,Btwin Six Mtb Shoes 2009
33546,Men,Apparel,Topwear,Shirts,White,Summer,2012.0,Casual,Wrangler Men Nimrod Oxford White Shirt
2170,Men,Apparel,Topwear,Shirts,White,Summer,2011.0,Casual,Probase Mens  Shirts
5992,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2011.0,Casual,Locomotive Men Navy Blue Checked Shirt
18559,Women,Footwear,Shoes,Heels,Brown,Winter,2015.0,Casual,Catwalk Women Casual Brown Flats
49460,Unisex,Footwear,Shoes,Casual Shoes,Purple,Summer,2012.0,Casual,Vans Unisex Wine Authentic Shoes
3327,Men,Apparel,Topwear,Tshirts,Red,Summer,2011.0,Sports,KXIP Boys Fangear Polo Jersey
2111,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2010.0,Sports,ADIDAS Women's Sunset Lycra Fit Track Pants
3742,Unisex,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Tantra Kid's Gizmo Black Kidswear
48130,Women,Accessories,Bags,Handbags,Black,Winter,2016.0,Casual,Fossil Women Black Handbag
59059,Women,Apparel,Topwear,Kurtas,Green,Summer,2012.0,Ethnic,Global Desi Women Green Kurta
46242,Women,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Fusion Beats Women Black Kurta
5348,Men,Footwear,Shoes,Sports Shoes,Maroon,Fall,2011.0,Sports,Quechua Forclaz  800 Trek Man
18359,Men,Accessories,Socks,Socks,White,Fall,2011.0,Casual,Fila Men No Show White Socks
20600,Women,Accessories,Bags,Handbags,Red,Winter,2015.0,Casual,Baggit Women Curls Hoor Red Handbag
55451,Women,Personal Care,Lips,Lipstick,Peach,Spring,2017.0,Casual,Revlon Don't Stop Apricot Lipcolor 24
44694,Women,Apparel,Dress,Dresses,White,Summer,2012.0,Casual,Wills Lifestyle Women Multi Coloured Dress
23529,Men,Personal Care,Fragrance,Perfume and Body Mist,Brown,Spring,2017.0,Casual,Aramis Men Classic EDT Perfume
22524,Unisex,Footwear,Sandal,Sandals,Grey,Fall,2011.0,Casual,Crocs Unisex Grey Sandals
7648,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Wrangler Men's Dark Grey Melange Ankle Length Socks
15527,Men,Apparel,Topwear,Tshirts,White,Fall,2011.0,Casual,Puma Men Scribble White Tshirts
50662,Men,Apparel,Loungewear and Nightwear,Lounge Pants,Navy Blue,Summer,2016.0,Sports,Chromozome Men Navy Blue Lounge Pants
11985,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Fila Men Glow Black Sports Shoes
7441,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Proline Men Grey Striped T-shirt
26994,Women,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Jealous 21 Women Black Jeans
6491,Men,Footwear,Shoes,Casual Shoes,Brown,Winter,2018.0,Casual,Red Tape Men Brown Shoes
18322,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Wills Lifestyle Men Check Grey Shirt
20340,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Probase Men Printed Grey Tshirt
5351,Women,Footwear,Shoes,Sports Shoes,Beige,Fall,2011.0,Sports,Quechua Arpenaz Sandal 50 L Beige
13500,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Chimp Men VVVIP Grey T-shirts
1594,Unisex,Footwear,Shoes,Casual Shoes,Grey,Fall,2012.0,Casual,Newfeel Unisex Grey Mesh Lightweight Shoe
55889,Women,Personal Care,Nails,Nail Polish,Green,Spring,2017.0,Casual,Colorbar Exclusive Nail Lacquer 18
56805,Women,Apparel,Apparel Set,Kurta Sets,Magenta,Summer,2012.0,Ethnic,Aneri Women Magenta Salwar Suit
42559,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012.0,Ethnic,Mother Earth Women Multi Coloured Kurta
46531,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Timen Women Silver Toned Dial Watch T2N150
57055,Women,Apparel,Dress,Dresses,Brown,Summer,2012.0,Casual,Elle Women Brown Dress
37947,Women,Apparel,Topwear,Tunics,Teal,Summer,2012.0,Casual,Mineral Women Teal Tunic
56171,Women,Personal Care,Makeup,Kajal and Eyeliner,Blue,Spring,2017.0,Casual,Colorbar Blue Color Intense Eye Liner
30299,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Urban Games Off White T-shirt
26149,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2012.0,Formal,John Miller Men Charcoal Trousers
38746,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2012.0,Casual,Nike Unisex Blue Backpack
18444,Men,Personal Care,Fragrance,Fragrance Gift Set,White,Spring,2017.0,Casual,Ed Hardy Men Fragrance Gift Set
41787,Women,Apparel,Topwear,Tops,Purple,Summer,2012.0,Casual,Remanika Women Purple Top
5090,Men,Apparel,Topwear,Tshirts,Grey,Summer,2011.0,Casual,Wrangler Men's Worn Across Grey Melange T-shirt
31913,Women,Accessories,Bags,Handbags,Pink,Summer,2012.0,Casual,Fabindia Women Pink Sling Bag
46440,Men,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Timex Men Silver Dial Chronograph Watch
38675,Women,Footwear,Shoes,Sports Shoes,White,Fall,2012.0,Sports,Nike Women Diffusion White Sports Shoes
17083,Women,Accessories,Wallets,Wallets,Black,Winter,2015.0,Casual,Lino Perros Women Denim Black Wallet
35317,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Silver Anusuya Earrings
9780,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,ADIDAS Men Grey Polo Tshirts
29108,Unisex,Accessories,Socks,Socks,Brown,Summer,2012.0,Casual,Puma Unisex FTPA Quarters Brown Socks
26352,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Watch NY8473
48523,Women,Apparel,Dress,Jumpsuit,Magenta,Winter,2011.0,Casual,French Connection Women Magenta Playsuit
36382,Men,Accessories,Socks,Socks,Cream,Summer,2016.0,Casual,Reid & Taylor Men Cream Socks
28999,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Status Quo Men Printed Red T-shirt
58117,Women,Accessories,Jewellery,Pendant,Silver,Fall,2012.0,Casual,Rreverie Women Silver & White Pendant
28537,Men,Apparel,Topwear,Tshirts,Black,Summer,2012.0,Sports,Nike Men Challenger Black T-shirt
3580,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2011.0,Casual,ADIDAS Men's Sand Black Red Shoe
6740,Women,Footwear,Shoes,Sports Shoes,Grey,Summer,2011.0,Sports,Nike Women Air Pegasus+ 28 Grey White Pink Shoe
33618,Women,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,Lino Perros Women Brown Wallet
43201,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fastrack Men Grey Dial Watch
10104,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011.0,Sports,Reebok Men Buckets VI Black Sports Shoes
43586,Girls,Apparel,Dress,Dresses,Blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Saloppette
31874,Women,Apparel,Topwear,Dupatta,Blue,Fall,2012.0,Ethnic,Fabindia Women Blue Dupatta
54106,Women,Footwear,Shoes,Heels,Black,Winter,2012.0,Casual,Rocia Women Black Flats
41455,Men,Footwear,Sandal,Sandals,Grey,Summer,2012.0,Casual,Lee Cooper Men Grey Sandals
47033,Women,Apparel,Topwear,Kurtas,Black,Fall,2012.0,Ethnic,Shree Women Black Kurta
